2026-03-28 12:24:16 [HikariPool-1 housekeeper] WARN  : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13h16m25s135ms845µs).
2026-03-28 16:49:44 [tomcat-handler-3] INFO  : New session connected: e6db35e4-f105-8169-c677-21c2fec5dd26, user: t1
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : New message from user: t1
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : End of message processing - session: e6db35e4-f105-8169-c677-21c2fec5dd26 from: t1
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : New message from user: t1
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : End of message processing - session: e6db35e4-f105-8169-c677-21c2fec5dd26 from: t1
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : New message from user: t1
2026-03-28 16:49:44 [tomcat-handler-4] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : End of message processing - session: e6db35e4-f105-8169-c677-21c2fec5dd26 from: t1
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : New message from user: t1
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDcxMjU2NiwiZXhwIjoxNzc0NzEzNDY2fQ.xaRGrmiXm2WFiGfCDxAwPb5bvjIQXUxxzkyZym9azSp-96o6ZPlIFOiFY8IOUOAi, Granted Authorities=[USER]]
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : Sending message to owner: e6db35e4-f105-8169-c677-21c2fec5dd26
2026-03-28 16:49:44 [tomcat-handler-4] INFO  : End of message processing - session: e6db35e4-f105-8169-c677-21c2fec5dd26 from: t1
2026-03-28 16:52:07 [tomcat-handler-5] INFO  : Session closing: e6db35e4-f105-8169-c677-21c2fec5dd26 - reason: null
2026-03-28 17:01:02 [tomcat-handler-8] INFO  : New session connected: 2f8c1370-3d91-7099-09e5-6ec4522ff091, user: t1
2026-03-28 17:01:02 [tomcat-handler-9] INFO  : New message from user: t1
2026-03-28 17:01:02 [tomcat-handler-9] INFO  : End of message processing - session: 2f8c1370-3d91-7099-09e5-6ec4522ff091 from: t1
2026-03-28 17:01:02 [tomcat-handler-9] INFO  : New message from user: t1
2026-03-28 17:01:02 [tomcat-handler-9] INFO  : End of message processing - session: 2f8c1370-3d91-7099-09e5-6ec4522ff091 from: t1
2026-03-28 17:01:02 [tomcat-handler-9] INFO  : New message from user: t1
2026-03-28 17:01:02 [tomcat-handler-9] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 17:01:02 [tomcat-handler-9] INFO  : End of message processing - session: 2f8c1370-3d91-7099-09e5-6ec4522ff091 from: t1
2026-03-28 17:01:02 [tomcat-handler-10] INFO  : New message from user: t1
2026-03-28 17:01:02 [tomcat-handler-10] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDcxMzY2MSwiZXhwIjoxNzc0NzE0NTYxfQ.MQpZjcJczevYArAymd2RFvtbat0VLDcd2yHjOF6viKc1GpuNvVAvc6BuGLwvdicB, Granted Authorities=[USER]]
2026-03-28 17:01:02 [tomcat-handler-10] INFO  : Sending message to owner: 2f8c1370-3d91-7099-09e5-6ec4522ff091
2026-03-28 17:01:02 [tomcat-handler-10] INFO  : End of message processing - session: 2f8c1370-3d91-7099-09e5-6ec4522ff091 from: t1
2026-03-28 17:02:54 [tomcat-handler-11] INFO  : Session closing: 2f8c1370-3d91-7099-09e5-6ec4522ff091 - reason: null
2026-03-28 17:06:18 [tomcat-handler-12] INFO  : New session connected: 91255c03-a108-f656-0608-cc56d88dd2e5, user: t1
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : New message from user: t1
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : End of message processing - session: 91255c03-a108-f656-0608-cc56d88dd2e5 from: t1
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : New message from user: t1
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : End of message processing - session: 91255c03-a108-f656-0608-cc56d88dd2e5 from: t1
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : New message from user: t1
2026-03-28 17:06:18 [tomcat-handler-13] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : End of message processing - session: 91255c03-a108-f656-0608-cc56d88dd2e5 from: t1
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : New message from user: t1
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDcxMzY2MSwiZXhwIjoxNzc0NzE0NTYxfQ.MQpZjcJczevYArAymd2RFvtbat0VLDcd2yHjOF6viKc1GpuNvVAvc6BuGLwvdicB, Granted Authorities=[USER]]
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : Sending message to owner: 91255c03-a108-f656-0608-cc56d88dd2e5
2026-03-28 17:06:18 [tomcat-handler-13] INFO  : End of message processing - session: 91255c03-a108-f656-0608-cc56d88dd2e5 from: t1
2026-03-28 17:11:11 [tomcat-handler-14] INFO  : Session closing: 91255c03-a108-f656-0608-cc56d88dd2e5 - reason: null
2026-03-28 19:44:22 [HikariPool-1 housekeeper] WARN  : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m24s346ms788µs400ns).
2026-03-28 22:53:43 [tomcat-handler-15] INFO  : New session connected: f2583c7c-9bf5-e2aa-37de-0f085dc1309d, user: t1
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : New message from user: t1
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : End of message processing - session: f2583c7c-9bf5-e2aa-37de-0f085dc1309d from: t1
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : New message from user: t1
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : End of message processing - session: f2583c7c-9bf5-e2aa-37de-0f085dc1309d from: t1
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : New message from user: t1
2026-03-28 22:53:43 [tomcat-handler-16] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : End of message processing - session: f2583c7c-9bf5-e2aa-37de-0f085dc1309d from: t1
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : New message from user: t1
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDczNDgyMywiZXhwIjoxNzc0NzM1NzIzfQ.4W7ZNXcazjlKFv2DCmMjL9CHxLJnJzDnj9NZbzDygiFki7a2Z4YbIg_37OjMtFYc, Granted Authorities=[USER]]
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : Sending message to owner: f2583c7c-9bf5-e2aa-37de-0f085dc1309d
2026-03-28 22:53:43 [tomcat-handler-16] INFO  : End of message processing - session: f2583c7c-9bf5-e2aa-37de-0f085dc1309d from: t1
2026-03-28 23:22:49 [tomcat-handler-17] INFO  : Session closing: f2583c7c-9bf5-e2aa-37de-0f085dc1309d - reason: null
2026-03-28 23:24:46 [tomcat-handler-18] INFO  : New session connected: 3f7abedb-aeb5-fb49-fd95-6f4c86bfcfff, user: t1
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : New message from user: t1
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : End of message processing - session: 3f7abedb-aeb5-fb49-fd95-6f4c86bfcfff from: t1
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : New message from user: t1
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : End of message processing - session: 3f7abedb-aeb5-fb49-fd95-6f4c86bfcfff from: t1
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : New message from user: t1
2026-03-28 23:24:46 [tomcat-handler-19] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : End of message processing - session: 3f7abedb-aeb5-fb49-fd95-6f4c86bfcfff from: t1
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : New message from user: t1
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDczNjY4NiwiZXhwIjoxNzc0NzM3NTg2fQ.yswazK6PpDzIDF9xlgcTui6Z9dO4D__BX5iLHS1kVt9fu35f-fuoyVtOC1yTYPBH, Granted Authorities=[USER]]
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : Sending message to owner: 3f7abedb-aeb5-fb49-fd95-6f4c86bfcfff
2026-03-28 23:24:46 [tomcat-handler-19] INFO  : End of message processing - session: 3f7abedb-aeb5-fb49-fd95-6f4c86bfcfff from: t1
2026-03-28 23:26:40 [tomcat-handler-20] INFO  : Session closing: 3f7abedb-aeb5-fb49-fd95-6f4c86bfcfff - reason: null
2026-03-28 23:41:58 [SpringApplicationShutdownHook] INFO  : Commencing graceful shutdown. Waiting for active requests to complete
2026-03-28 23:41:58 [tomcat-shutdown] INFO  : Graceful shutdown complete
2026-03-28 23:42:00 [SpringApplicationShutdownHook] INFO  : Closing JPA EntityManagerFactory for persistence unit 'default'
2026-03-28 23:42:00 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown initiated...
2026-03-28 23:42:00 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown completed.
2026-03-28 23:42:03 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2026-03-28 23:42:03 [main] INFO  : Starting ShoppingListServiceApplication using Java 21.0.3 with PID 14728 (C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService\target\classes started by kjerz in C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService)
2026-03-28 23:42:03 [main] INFO  : The following 1 profile is active: "dev"
2026-03-28 23:42:04 [main] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-28 23:42:04 [main] INFO  : Finished Spring Data repository scanning in 165 ms. Found 3 JPA repository interfaces.
2026-03-28 23:42:06 [main] INFO  : Tomcat initialized with port 5443 (http)
2026-03-28 23:42:06 [main] INFO  : Initializing ProtocolHandler ["http-nio-5443"]
2026-03-28 23:42:06 [main] INFO  : Starting service [Tomcat]
2026-03-28 23:42:06 [main] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.40]
2026-03-28 23:42:06 [main] INFO  : Initializing Spring embedded WebApplicationContext
2026-03-28 23:42:06 [main] INFO  : Root WebApplicationContext: initialization completed in 2407 ms
2026-03-28 23:42:07 [main] WARN  : Error: 1193-HY000: Unknown system variable 'WSREP_ON'
2026-03-28 23:42:07 [main] INFO  : Database: jdbc:mariadb://localhost/shopping_list_db?user=root&password=******** (MariaDB 11.7)
2026-03-28 23:42:07 [main] WARN  : Flyway upgrade recommended: MariaDB 11.7 is newer than this version of Flyway and support has not been tested. The latest supported version of MariaDB is 11.2.
2026-03-28 23:42:07 [main] INFO  : Successfully validated 1 migration (execution time 00:00.035s)
2026-03-28 23:42:07 [main] INFO  : Current version of schema `shopping_list_db`: 1
2026-03-28 23:42:07 [main] INFO  : Schema `shopping_list_db` is up to date. No migration necessary.
2026-03-28 23:42:07 [main] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-28 23:42:07 [main] INFO  : HHH000412: Hibernate ORM core version 6.5.2.Final
2026-03-28 23:42:07 [main] INFO  : HHH000026: Second-level cache disabled
2026-03-28 23:42:07 [main] INFO  : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-28 23:42:07 [main] INFO  : HikariPool-1 - Starting...
2026-03-28 23:42:07 [main] INFO  : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@7ffc4195
2026-03-28 23:42:07 [main] INFO  : HikariPool-1 - Start completed.
2026-03-28 23:42:07 [main] WARN  : HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-03-28 23:42:09 [main] INFO  : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-28 23:42:09 [main] INFO  : Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-28 23:42:10 [main] WARN  : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-28 23:42:10 [main] INFO  : Global AuthenticationManager configured with AuthenticationProvider bean with name jwtAuthenticationProvider
2026-03-28 23:42:10 [main] INFO  : Exposing 0 endpoints beneath base path '/actuator'
2026-03-28 23:42:11 [main] INFO  : Starting ProtocolHandler ["http-nio-5443"]
2026-03-28 23:42:11 [main] INFO  : Tomcat started on port 5443 (http) with context path '/'
2026-03-28 23:42:11 [main] INFO  : Started ShoppingListServiceApplication in 8.273 seconds (process running for 8.708)
2026-03-28 23:44:09 [tomcat-handler-0] INFO  : Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-28 23:44:09 [tomcat-handler-0] INFO  : Initializing Servlet 'dispatcherServlet'
2026-03-28 23:44:09 [tomcat-handler-0] INFO  : Completed initialization in 1 ms
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : New session connected: f81fc772-58b3-2d05-361b-1764869d6870, user: t1
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : End of message processing - session: f81fc772-58b3-2d05-361b-1764869d6870 from: t1
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : End of message processing - session: f81fc772-58b3-2d05-361b-1764869d6870 from: t1
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-28 23:44:10 [tomcat-handler-0] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : End of message processing - session: f81fc772-58b3-2d05-361b-1764869d6870 from: t1
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDczNzg0OSwiZXhwIjoxNzc0NzM4NzQ5fQ.k9TjNah0UYFynMJzrFP7YdOPxtsO7oLPe-6Hh9IQ94cnkBL6hiCGM7tAWkFGbmH1, Granted Authorities=[USER]]
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : Sending message to owner: f81fc772-58b3-2d05-361b-1764869d6870
2026-03-28 23:44:10 [tomcat-handler-0] INFO  : End of message processing - session: f81fc772-58b3-2d05-361b-1764869d6870 from: t1
2026-03-28 23:48:09 [tomcat-handler-1] INFO  : Session closing: f81fc772-58b3-2d05-361b-1764869d6870 - reason: null
2026-03-28 23:50:42 [tomcat-handler-2] INFO  : New session connected: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b, user: t1
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : End of message processing - session: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b from: t1
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : End of message processing - session: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b from: t1
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-28 23:50:42 [tomcat-handler-3] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : End of message processing - session: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b from: t1
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDczODI0MiwiZXhwIjoxNzc0NzM5MTQyfQ.5OyfuMGGTVY9eLgGLispTrEhGNWiptf1_-DFgz2f5SBg86YI0q3IG5Ym1s2g09qB, Granted Authorities=[USER]]
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : Sending message to owner: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b
2026-03-28 23:50:42 [tomcat-handler-3] INFO  : End of message processing - session: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b from: t1
2026-03-28 23:51:36 [tomcat-handler-4] ERROR : Error Connection reset - session: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b from: t1
2026-03-28 23:51:36 [tomcat-handler-4] ERROR : Error java.io.IOException: Connection reset by peer - session: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b from: t1
2026-03-28 23:51:36 [tomcat-handler-4] ERROR : Closing session due to exception for StandardWebSocketSession[id=639cd7e4-f020-f9b3-d2dd-2f82bd0a692b, uri=ws://localhost:5443/ws?token=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDczODI0MiwiZXhwIjoxNzc0NzM5MTQyfQ.5OyfuMGGTVY9eLgGLispTrEhGNWiptf1_-DFgz2f5SBg86YI0q3IG5Ym1s2g09qB]
java.lang.IllegalStateException: The remote endpoint was in state [TEXT_PARTIAL_WRITING] which is an invalid state for called method
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase$StateMachine.checkState(WsRemoteEndpointImplBase.java:1250)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase$StateMachine.textPartialStart(WsRemoteEndpointImplBase.java:1215)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendPartialString(WsRemoteEndpointImplBase.java:222)
	at org.apache.tomcat.websocket.WsRemoteEndpointBasic.sendText(WsRemoteEndpointBasic.java:48)
	at org.springframework.web.socket.adapter.standard.StandardWebSocketSession.sendTextMessage(StandardWebSocketSession.java:217)
	at org.springframework.web.socket.adapter.AbstractWebSocketSession.sendMessage(AbstractWebSocketSession.java:108)
	at pl.kamjer.shoppinglistservice.config.websocket.ConnectionBroker.handleException(ConnectionBroker.java:138)
	at pl.kamjer.shoppinglistservice.config.websocket.WebSocketHandler.handleTransportError(WebSocketHandler.java:106)
	at org.springframework.web.socket.handler.WebSocketHandlerDecorator.handleTransportError(WebSocketHandlerDecorator.java:80)
	at org.springframework.web.socket.handler.LoggingWebSocketHandlerDecorator.handleTransportError(LoggingWebSocketHandlerDecorator.java:64)
	at org.springframework.web.socket.handler.ExceptionWebSocketHandlerDecorator.handleTransportError(ExceptionWebSocketHandlerDecorator.java:68)
	at org.springframework.web.socket.adapter.standard.StandardWebSocketHandlerAdapter.onError(StandardWebSocketHandlerAdapter.java:156)
	at org.apache.tomcat.websocket.WsSession.sendCloseMessage(WsSession.java:793)
	at org.apache.tomcat.websocket.WsSession.doClose(WsSession.java:575)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendMessageBlockInternal(WsRemoteEndpointImplBase.java:324)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendMessageBlock(WsRemoteEndpointImplBase.java:266)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendMessageBlock(WsRemoteEndpointImplBase.java:250)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendPartialString(WsRemoteEndpointImplBase.java:223)
	at org.apache.tomcat.websocket.WsRemoteEndpointBasic.sendText(WsRemoteEndpointBasic.java:48)
	at org.springframework.web.socket.adapter.standard.StandardWebSocketSession.sendTextMessage(StandardWebSocketSession.java:217)
	at org.springframework.web.socket.adapter.AbstractWebSocketSession.sendMessage(AbstractWebSocketSession.java:108)
	at pl.kamjer.shoppinglistservice.config.websocket.ConnectionBroker.handleException(ConnectionBroker.java:138)
	at pl.kamjer.shoppinglistservice.config.websocket.WebSocketHandler.handleTransportError(WebSocketHandler.java:106)
	at org.springframework.web.socket.handler.WebSocketHandlerDecorator.handleTransportError(WebSocketHandlerDecorator.java:80)
	at org.springframework.web.socket.handler.LoggingWebSocketHandlerDecorator.handleTransportError(LoggingWebSocketHandlerDecorator.java:64)
	at org.springframework.web.socket.handler.ExceptionWebSocketHandlerDecorator.handleTransportError(ExceptionWebSocketHandlerDecorator.java:68)
	at org.springframework.web.socket.adapter.standard.StandardWebSocketHandlerAdapter.onError(StandardWebSocketHandlerAdapter.java:156)
	at org.apache.tomcat.websocket.server.WsHttpUpgradeHandler.onError(WsHttpUpgradeHandler.java:234)
	at org.apache.tomcat.websocket.server.WsHttpUpgradeHandler.upgradeDispatch(WsHttpUpgradeHandler.java:156)
	at org.apache.coyote.http11.upgrade.UpgradeProcessorInternal.dispatch(UpgradeProcessorInternal.java:60)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:57)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:903)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1740)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at java.base/java.lang.VirtualThread.run(VirtualThread.java:309)
2026-03-28 23:51:36 [tomcat-handler-4] INFO  : Session closing: 639cd7e4-f020-f9b3-d2dd-2f82bd0a692b - reason: Connection reset by peer
2026-03-28 23:51:36 [tomcat-handler-4] ERROR : Closing session due to exception for StandardWebSocketSession[id=639cd7e4-f020-f9b3-d2dd-2f82bd0a692b, uri=ws://localhost:5443/ws?token=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDczODI0MiwiZXhwIjoxNzc0NzM5MTQyfQ.5OyfuMGGTVY9eLgGLispTrEhGNWiptf1_-DFgz2f5SBg86YI0q3IG5Ym1s2g09qB]
java.io.IOException: java.io.IOException: Connection reset by peer
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendMessageBlockInternal(WsRemoteEndpointImplBase.java:326)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendMessageBlock(WsRemoteEndpointImplBase.java:266)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendMessageBlock(WsRemoteEndpointImplBase.java:250)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendPartialString(WsRemoteEndpointImplBase.java:223)
	at org.apache.tomcat.websocket.WsRemoteEndpointBasic.sendText(WsRemoteEndpointBasic.java:48)
	at org.springframework.web.socket.adapter.standard.StandardWebSocketSession.sendTextMessage(StandardWebSocketSession.java:217)
	at org.springframework.web.socket.adapter.AbstractWebSocketSession.sendMessage(AbstractWebSocketSession.java:108)
	at pl.kamjer.shoppinglistservice.config.websocket.ConnectionBroker.handleException(ConnectionBroker.java:138)
	at pl.kamjer.shoppinglistservice.config.websocket.WebSocketHandler.handleTransportError(WebSocketHandler.java:106)
	at org.springframework.web.socket.handler.WebSocketHandlerDecorator.handleTransportError(WebSocketHandlerDecorator.java:80)
	at org.springframework.web.socket.handler.LoggingWebSocketHandlerDecorator.handleTransportError(LoggingWebSocketHandlerDecorator.java:64)
	at org.springframework.web.socket.handler.ExceptionWebSocketHandlerDecorator.handleTransportError(ExceptionWebSocketHandlerDecorator.java:68)
	at org.springframework.web.socket.adapter.standard.StandardWebSocketHandlerAdapter.onError(StandardWebSocketHandlerAdapter.java:156)
	at org.apache.tomcat.websocket.server.WsHttpUpgradeHandler.onError(WsHttpUpgradeHandler.java:234)
	at org.apache.tomcat.websocket.server.WsHttpUpgradeHandler.upgradeDispatch(WsHttpUpgradeHandler.java:156)
	at org.apache.coyote.http11.upgrade.UpgradeProcessorInternal.dispatch(UpgradeProcessorInternal.java:60)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:57)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:903)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1740)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at java.base/java.lang.VirtualThread.run(VirtualThread.java:309)
Caused by: java.io.IOException: Connection reset by peer
	at java.base/sun.nio.ch.SocketDispatcher.writev0(Native Method)
	at java.base/sun.nio.ch.SocketDispatcher.writev(SocketDispatcher.java:58)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:227)
	at java.base/sun.nio.ch.IOUtil.write(IOUtil.java:158)
	at java.base/sun.nio.ch.SocketChannelImpl.write(SocketChannelImpl.java:574)
	at org.apache.tomcat.util.net.NioChannel.write(NioChannel.java:134)
	at org.apache.tomcat.util.net.NioEndpoint$NioSocketWrapper$NioOperationState.run(NioEndpoint.java:1634)
	at org.apache.tomcat.util.net.SocketWrapperBase$OperationState.start(SocketWrapperBase.java:1037)
	at org.apache.tomcat.util.net.SocketWrapperBase.vectoredOperation(SocketWrapperBase.java:1426)
	at org.apache.tomcat.util.net.SocketWrapperBase.write(SocketWrapperBase.java:1352)
	at org.apache.tomcat.util.net.SocketWrapperBase.write(SocketWrapperBase.java:1323)
	at org.apache.tomcat.websocket.server.WsRemoteEndpointImplServer.doWrite(WsRemoteEndpointImplServer.java:171)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.writeMessagePart(WsRemoteEndpointImplBase.java:521)
	at org.apache.tomcat.websocket.WsRemoteEndpointImplBase.sendMessageBlockInternal(WsRemoteEndpointImplBase.java:313)
	... 20 common frames omitted
2026-03-28 23:53:44 [tomcat-handler-5] INFO  : New session connected: 9eedd1e5-184b-9e1d-4b19-20a4e2b162e5, user: t1
2026-03-28 23:53:44 [tomcat-handler-6] INFO  : New message from user: t1
2026-03-28 23:53:44 [tomcat-handler-6] INFO  : End of message processing - session: 9eedd1e5-184b-9e1d-4b19-20a4e2b162e5 from: t1
2026-03-28 23:53:44 [tomcat-handler-6] INFO  : New message from user: t1
2026-03-28 23:53:44 [tomcat-handler-6] INFO  : End of message processing - session: 9eedd1e5-184b-9e1d-4b19-20a4e2b162e5 from: t1
2026-03-28 23:53:44 [tomcat-handler-6] INFO  : New message from user: t1
2026-03-28 23:53:44 [tomcat-handler-6] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-28 23:53:44 [tomcat-handler-6] INFO  : End of message processing - session: 9eedd1e5-184b-9e1d-4b19-20a4e2b162e5 from: t1
2026-03-28 23:53:44 [tomcat-handler-7] INFO  : New message from user: t1
2026-03-28 23:53:44 [tomcat-handler-7] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDczODQyNCwiZXhwIjoxNzc0NzM5MzI0fQ.-_wxckd2OJmB7zW4OxiQbeHYlAF-zzIWG28KSQ4i7qkFC7J-nvb7TRLJPS2zePFn, Granted Authorities=[USER]]
