2026-03-29 00:03:15 [tomcat-handler-11] INFO  : Session closing: 824e16d8-107d-9b65-05fd-8549b255ae08 - reason: null
2026-03-29 20:45:52 [main] INFO  : The following 1 profile is active: "dev"
2026-03-29 20:45:54 [main] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-29 20:45:54 [main] INFO  : Finished Spring Data repository scanning in 255 ms. Found 3 JPA repository interfaces.
2026-03-29 20:45:56 [main] INFO  : Tomcat initialized with port 5443 (http)
2026-03-29 20:45:56 [main] INFO  : Initializing ProtocolHandler ["http-nio-5443"]
2026-03-29 20:45:56 [main] INFO  : Starting service [Tomcat]
2026-03-29 20:45:56 [main] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.40]
2026-03-29 20:45:56 [main] INFO  : Initializing Spring embedded WebApplicationContext
2026-03-29 20:45:56 [main] INFO  : Root WebApplicationContext: initialization completed in 4079 ms
2026-03-29 20:45:57 [main] WARN  : Error: 1193-HY000: Unknown system variable 'WSREP_ON'
2026-03-29 20:45:57 [main] INFO  : Database: jdbc:mariadb://localhost/shopping_list_db?user=root&password=******** (MariaDB 11.7)
2026-03-29 20:45:57 [main] WARN  : Flyway upgrade recommended: MariaDB 11.7 is newer than this version of Flyway and support has not been tested. The latest supported version of MariaDB is 11.2.
2026-03-29 20:45:57 [main] INFO  : Successfully validated 1 migration (execution time 00:00.051s)
2026-03-29 20:45:57 [main] INFO  : Current version of schema `shopping_list_db`: 1
2026-03-29 20:45:57 [main] INFO  : Schema `shopping_list_db` is up to date. No migration necessary.
2026-03-29 20:45:57 [main] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-29 20:45:58 [main] INFO  : HHH000412: Hibernate ORM core version 6.5.2.Final
2026-03-29 20:45:58 [main] INFO  : HHH000026: Second-level cache disabled
2026-03-29 20:45:58 [main] INFO  : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-29 20:45:58 [main] INFO  : HikariPool-1 - Starting...
2026-03-29 20:45:58 [main] INFO  : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@2e5c7cd5
2026-03-29 20:45:58 [main] INFO  : HikariPool-1 - Start completed.
2026-03-29 20:45:58 [main] WARN  : HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-03-29 20:45:59 [main] INFO  : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-29 20:45:59 [main] INFO  : Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 20:46:01 [main] WARN  : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-29 20:46:01 [main] INFO  : Global AuthenticationManager configured with AuthenticationProvider bean with name jwtAuthenticationProvider
2026-03-29 20:46:01 [main] INFO  : Exposing 0 endpoints beneath base path '/actuator'
2026-03-29 20:46:02 [main] INFO  : Starting ProtocolHandler ["http-nio-5443"]
2026-03-29 20:46:02 [main] INFO  : Tomcat started on port 5443 (http) with context path '/'
2026-03-29 20:46:02 [main] INFO  : Started ShoppingListServiceApplication in 11.297 seconds (process running for 12.247)
2026-03-29 20:46:08 [tomcat-handler-0] INFO  : Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-29 20:46:08 [tomcat-handler-0] INFO  : Initializing Servlet 'dispatcherServlet'
2026-03-29 20:46:08 [tomcat-handler-0] INFO  : Completed initialization in 0 ms
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : New session connected: 2f09f30a-2583-221d-0814-498e1a6d4eac, user: t1
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : End of message processing - session: 2f09f30a-2583-221d-0814-498e1a6d4eac from: t1
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : End of message processing - session: 2f09f30a-2583-221d-0814-498e1a6d4eac from: t1
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:46:09 [tomcat-handler-0] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : End of message processing - session: 2f09f30a-2583-221d-0814-498e1a6d4eac from: t1
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:46:09 [tomcat-handler-0] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgwOTk2OCwiZXhwIjoxNzc0ODEwODY4fQ.MHMDcCi0eGAlzbfGrQyQhoHPVSAGrWOJI3-lnw1nkfih4nc9kPy-TpTycU_IJRdl, Granted Authorities=[USER]]
2026-03-29 20:46:13 [tomcat-handler-0] INFO  : Sending message to owner: 2f09f30a-2583-221d-0814-498e1a6d4eac
2026-03-29 20:46:13 [tomcat-handler-0] INFO  : End of message processing - session: 2f09f30a-2583-221d-0814-498e1a6d4eac from: t1
2026-03-29 20:46:15 [tomcat-handler-1] INFO  : Session closing: 2f09f30a-2583-221d-0814-498e1a6d4eac - reason: null
2026-03-29 20:46:42 [SpringApplicationShutdownHook] INFO  : Commencing graceful shutdown. Waiting for active requests to complete
2026-03-29 20:46:42 [tomcat-shutdown] INFO  : Graceful shutdown complete
2026-03-29 20:46:44 [SpringApplicationShutdownHook] INFO  : Closing JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 20:46:44 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown initiated...
2026-03-29 20:46:44 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown completed.
2026-03-29 20:46:54 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2026-03-29 20:46:54 [main] INFO  : Starting ShoppingListServiceApplication using Java 21.0.3 with PID 21844 (C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService\target\classes started by kjerz in C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService)
2026-03-29 20:46:54 [main] INFO  : The following 1 profile is active: "dev"
2026-03-29 20:46:55 [main] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-29 20:46:55 [main] INFO  : Finished Spring Data repository scanning in 147 ms. Found 3 JPA repository interfaces.
2026-03-29 20:46:57 [main] INFO  : Tomcat initialized with port 5443 (http)
2026-03-29 20:46:57 [main] INFO  : Initializing ProtocolHandler ["http-nio-5443"]
2026-03-29 20:46:57 [main] INFO  : Starting service [Tomcat]
2026-03-29 20:46:57 [main] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.40]
2026-03-29 20:46:57 [main] INFO  : Initializing Spring embedded WebApplicationContext
2026-03-29 20:46:57 [main] INFO  : Root WebApplicationContext: initialization completed in 2835 ms
2026-03-29 20:46:58 [main] WARN  : Error: 1193-HY000: Unknown system variable 'WSREP_ON'
2026-03-29 20:46:58 [main] INFO  : Database: jdbc:mariadb://localhost/shopping_list_db?user=root&password=******** (MariaDB 11.7)
2026-03-29 20:46:58 [main] WARN  : Flyway upgrade recommended: MariaDB 11.7 is newer than this version of Flyway and support has not been tested. The latest supported version of MariaDB is 11.2.
2026-03-29 20:46:58 [main] INFO  : Successfully validated 1 migration (execution time 00:00.040s)
2026-03-29 20:46:58 [main] INFO  : Current version of schema `shopping_list_db`: 1
2026-03-29 20:46:58 [main] INFO  : Schema `shopping_list_db` is up to date. No migration necessary.
2026-03-29 20:46:58 [main] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-29 20:46:58 [main] INFO  : HHH000412: Hibernate ORM core version 6.5.2.Final
2026-03-29 20:46:58 [main] INFO  : HHH000026: Second-level cache disabled
2026-03-29 20:46:58 [main] INFO  : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-29 20:46:58 [main] INFO  : HikariPool-1 - Starting...
2026-03-29 20:46:58 [main] INFO  : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@7ce760af
2026-03-29 20:46:58 [main] INFO  : HikariPool-1 - Start completed.
2026-03-29 20:46:59 [main] WARN  : HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-03-29 20:47:00 [main] INFO  : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-29 20:47:00 [main] INFO  : Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 20:47:01 [main] WARN  : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-29 20:47:01 [main] INFO  : Global AuthenticationManager configured with AuthenticationProvider bean with name jwtAuthenticationProvider
2026-03-29 20:47:02 [main] INFO  : Exposing 0 endpoints beneath base path '/actuator'
2026-03-29 20:47:03 [main] INFO  : Starting ProtocolHandler ["http-nio-5443"]
2026-03-29 20:47:03 [main] INFO  : Tomcat started on port 5443 (http) with context path '/'
2026-03-29 20:47:03 [main] INFO  : Started ShoppingListServiceApplication in 10.207 seconds (process running for 10.641)
2026-03-29 20:47:16 [tomcat-handler-0] INFO  : Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-29 20:47:16 [tomcat-handler-0] INFO  : Initializing Servlet 'dispatcherServlet'
2026-03-29 20:47:16 [tomcat-handler-0] INFO  : Completed initialization in 0 ms
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : New session connected: e81f298b-7d64-551a-848a-fdeda7571d75, user: t1
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : End of message processing - session: e81f298b-7d64-551a-848a-fdeda7571d75 from: t1
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : End of message processing - session: e81f298b-7d64-551a-848a-fdeda7571d75 from: t1
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:47:17 [tomcat-handler-0] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : End of message processing - session: e81f298b-7d64-551a-848a-fdeda7571d75 from: t1
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:47:17 [tomcat-handler-0] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgxMDAzNiwiZXhwIjoxNzc0ODEwOTM2fQ.zlbf0RZwdXCOrtQA5R-Szqkcg4lqY5RLoiAIX4QVoJbNryhpMCWugR0GzIj_oeaO, Granted Authorities=[USER]]
2026-03-29 20:47:20 [tomcat-handler-0] INFO  : Sending message to owner: e81f298b-7d64-551a-848a-fdeda7571d75
2026-03-29 20:47:20 [tomcat-handler-0] INFO  : End of message processing - session: e81f298b-7d64-551a-848a-fdeda7571d75 from: t1
2026-03-29 20:47:22 [tomcat-handler-1] INFO  : Session closing: e81f298b-7d64-551a-848a-fdeda7571d75 - reason: null
2026-03-29 20:49:52 [SpringApplicationShutdownHook] INFO  : Commencing graceful shutdown. Waiting for active requests to complete
2026-03-29 20:49:52 [tomcat-shutdown] INFO  : Graceful shutdown complete
2026-03-29 20:49:54 [SpringApplicationShutdownHook] INFO  : Closing JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 20:49:54 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown initiated...
2026-03-29 20:49:54 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown completed.
2026-03-29 20:50:00 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2026-03-29 20:50:01 [main] INFO  : Starting ShoppingListServiceApplication using Java 21.0.3 with PID 10080 (C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService\target\classes started by kjerz in C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService)
2026-03-29 20:50:01 [main] INFO  : The following 1 profile is active: "dev"
2026-03-29 20:50:02 [main] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-29 20:50:03 [main] INFO  : Finished Spring Data repository scanning in 191 ms. Found 3 JPA repository interfaces.
2026-03-29 20:50:04 [main] INFO  : Tomcat initialized with port 5443 (http)
2026-03-29 20:50:04 [main] INFO  : Initializing ProtocolHandler ["http-nio-5443"]
2026-03-29 20:50:04 [main] INFO  : Starting service [Tomcat]
2026-03-29 20:50:04 [main] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.40]
2026-03-29 20:50:04 [main] INFO  : Initializing Spring embedded WebApplicationContext
2026-03-29 20:50:04 [main] INFO  : Root WebApplicationContext: initialization completed in 3510 ms
2026-03-29 20:50:05 [main] WARN  : Error: 1193-HY000: Unknown system variable 'WSREP_ON'
2026-03-29 20:50:05 [main] INFO  : Database: jdbc:mariadb://localhost/shopping_list_db?user=root&password=******** (MariaDB 11.7)
2026-03-29 20:50:05 [main] WARN  : Flyway upgrade recommended: MariaDB 11.7 is newer than this version of Flyway and support has not been tested. The latest supported version of MariaDB is 11.2.
2026-03-29 20:50:06 [main] INFO  : Successfully validated 1 migration (execution time 00:00.061s)
2026-03-29 20:50:06 [main] INFO  : Current version of schema `shopping_list_db`: 1
2026-03-29 20:50:06 [main] INFO  : Schema `shopping_list_db` is up to date. No migration necessary.
2026-03-29 20:50:06 [main] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-29 20:50:06 [main] INFO  : HHH000412: Hibernate ORM core version 6.5.2.Final
2026-03-29 20:50:06 [main] INFO  : HHH000026: Second-level cache disabled
2026-03-29 20:50:06 [main] INFO  : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-29 20:50:06 [main] INFO  : HikariPool-1 - Starting...
2026-03-29 20:50:06 [main] INFO  : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@7ffc4195
2026-03-29 20:50:06 [main] INFO  : HikariPool-1 - Start completed.
2026-03-29 20:50:07 [main] WARN  : HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-03-29 20:50:08 [main] INFO  : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-29 20:50:08 [main] INFO  : Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 20:50:10 [main] WARN  : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-29 20:50:10 [main] INFO  : Global AuthenticationManager configured with AuthenticationProvider bean with name jwtAuthenticationProvider
2026-03-29 20:50:10 [main] INFO  : Exposing 0 endpoints beneath base path '/actuator'
2026-03-29 20:50:12 [main] INFO  : Starting ProtocolHandler ["http-nio-5443"]
2026-03-29 20:50:12 [main] INFO  : Tomcat started on port 5443 (http) with context path '/'
2026-03-29 20:50:12 [main] INFO  : Started ShoppingListServiceApplication in 12.062 seconds (process running for 12.727)
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : Initializing Servlet 'dispatcherServlet'
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : Completed initialization in 0 ms
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : New session connected: 69f01b3c-abc8-8222-aedb-a20a4f1c425b, user: t1
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : End of message processing - session: 69f01b3c-abc8-8222-aedb-a20a4f1c425b from: t1
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : End of message processing - session: 69f01b3c-abc8-8222-aedb-a20a4f1c425b from: t1
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:50:38 [tomcat-handler-0] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : End of message processing - session: 69f01b3c-abc8-8222-aedb-a20a4f1c425b from: t1
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:50:38 [tomcat-handler-0] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgxMDIzOCwiZXhwIjoxNzc0ODExMTM4fQ.wL_b9pI3sbPBLNhin3uSwoXsnaZbslxKo-JMq1xBQExoiVonR8xfVtOzsDHwHneL, Granted Authorities=[USER]]
2026-03-29 20:50:44 [tomcat-handler-0] INFO  : Sending message to owner: 69f01b3c-abc8-8222-aedb-a20a4f1c425b
2026-03-29 20:50:44 [tomcat-handler-0] INFO  : End of message processing - session: 69f01b3c-abc8-8222-aedb-a20a4f1c425b from: t1
2026-03-29 20:50:48 [tomcat-handler-1] INFO  : Session closing: 69f01b3c-abc8-8222-aedb-a20a4f1c425b - reason: null
2026-03-29 20:53:02 [SpringApplicationShutdownHook] INFO  : Commencing graceful shutdown. Waiting for active requests to complete
2026-03-29 20:53:02 [tomcat-shutdown] INFO  : Graceful shutdown complete
2026-03-29 20:53:04 [SpringApplicationShutdownHook] INFO  : Closing JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 20:53:04 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown initiated...
2026-03-29 20:53:04 [SpringApplicationShutdownHook] INFO  : HikariPool-1 - Shutdown completed.
2026-03-29 20:54:33 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2026-03-29 20:54:34 [main] INFO  : Starting ShoppingListServiceApplication using Java 21.0.3 with PID 20240 (C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService\target\classes started by kjerz in C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService)
2026-03-29 20:54:34 [main] INFO  : The following 1 profile is active: "dev"
2026-03-29 20:54:36 [main] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-29 20:54:36 [main] INFO  : Finished Spring Data repository scanning in 255 ms. Found 3 JPA repository interfaces.
2026-03-29 20:54:38 [main] INFO  : Tomcat initialized with port 5443 (http)
2026-03-29 20:54:38 [main] INFO  : Initializing ProtocolHandler ["http-nio-5443"]
2026-03-29 20:54:38 [main] INFO  : Starting service [Tomcat]
2026-03-29 20:54:38 [main] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.40]
2026-03-29 20:54:38 [main] INFO  : Initializing Spring embedded WebApplicationContext
2026-03-29 20:54:38 [main] INFO  : Root WebApplicationContext: initialization completed in 4302 ms
2026-03-29 20:54:39 [main] WARN  : Error: 1193-HY000: Unknown system variable 'WSREP_ON'
2026-03-29 20:54:39 [main] INFO  : Database: jdbc:mariadb://localhost/shopping_list_db?user=root&password=******** (MariaDB 11.7)
2026-03-29 20:54:39 [main] WARN  : Flyway upgrade recommended: MariaDB 11.7 is newer than this version of Flyway and support has not been tested. The latest supported version of MariaDB is 11.2.
2026-03-29 20:54:39 [main] INFO  : Successfully validated 1 migration (execution time 00:00.068s)
2026-03-29 20:54:39 [main] INFO  : Current version of schema `shopping_list_db`: 1
2026-03-29 20:54:39 [main] INFO  : Schema `shopping_list_db` is up to date. No migration necessary.
2026-03-29 20:54:40 [main] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-29 20:54:40 [main] INFO  : HHH000412: Hibernate ORM core version 6.5.2.Final
2026-03-29 20:54:40 [main] INFO  : HHH000026: Second-level cache disabled
2026-03-29 20:54:41 [main] INFO  : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-29 20:54:41 [main] INFO  : HikariPool-1 - Starting...
2026-03-29 20:54:41 [main] INFO  : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@3e4636c3
2026-03-29 20:54:41 [main] INFO  : HikariPool-1 - Start completed.
2026-03-29 20:54:41 [main] WARN  : HHH90000025: MariaDBDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2026-03-29 20:54:43 [main] INFO  : HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2026-03-29 20:54:43 [main] INFO  : Initialized JPA EntityManagerFactory for persistence unit 'default'
2026-03-29 20:54:44 [main] WARN  : spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2026-03-29 20:54:44 [main] INFO  : Global AuthenticationManager configured with AuthenticationProvider bean with name jwtAuthenticationProvider
2026-03-29 20:54:44 [main] INFO  : Exposing 0 endpoints beneath base path '/actuator'
2026-03-29 20:54:45 [main] INFO  : Starting ProtocolHandler ["http-nio-5443"]
2026-03-29 20:54:46 [main] INFO  : Tomcat started on port 5443 (http) with context path '/'
2026-03-29 20:54:46 [main] INFO  : Started ShoppingListServiceApplication in 13.068 seconds (process running for 13.768)
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : Initializing Spring DispatcherServlet 'dispatcherServlet'
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : Initializing Servlet 'dispatcherServlet'
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : Completed initialization in 0 ms
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : New session connected: aed41894-e5c2-d561-8db5-fc82d43c8f42, user: t1
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : End of message processing - session: aed41894-e5c2-d561-8db5-fc82d43c8f42 from: t1
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : End of message processing - session: aed41894-e5c2-d561-8db5-fc82d43c8f42 from: t1
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:55:44 [tomcat-handler-0] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : End of message processing - session: aed41894-e5c2-d561-8db5-fc82d43c8f42 from: t1
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : New message from user: t1
2026-03-29 20:55:44 [tomcat-handler-0] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgxMDU0NCwiZXhwIjoxNzc0ODExNDQ0fQ.1uisas33k-IoI2vCsHYU56E0m70q5YLqno2R4K-0e8Flee2pPrhREPDMQSCjx5E_, Granted Authorities=[USER]]
2026-03-29 20:55:47 [tomcat-handler-0] INFO  : Sending message to owner: aed41894-e5c2-d561-8db5-fc82d43c8f42
2026-03-29 20:55:47 [tomcat-handler-0] INFO  : End of message processing - session: aed41894-e5c2-d561-8db5-fc82d43c8f42 from: t1
2026-03-29 20:55:49 [tomcat-handler-1] INFO  : Session closing: aed41894-e5c2-d561-8db5-fc82d43c8f42 - reason: null
2026-03-29 20:56:10 [tomcat-handler-2] INFO  : New session connected: 670819e4-d9bd-c0d3-693f-e07f2a01e002, user: t1
2026-03-29 20:56:10 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-29 20:56:10 [tomcat-handler-3] INFO  : End of message processing - session: 670819e4-d9bd-c0d3-693f-e07f2a01e002 from: t1
2026-03-29 20:56:10 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-29 20:56:10 [tomcat-handler-3] INFO  : End of message processing - session: 670819e4-d9bd-c0d3-693f-e07f2a01e002 from: t1
2026-03-29 20:56:10 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-29 20:56:10 [tomcat-handler-3] ERROR : java.lang.IllegalArgumentException: Wrong amount of parameters
2026-03-29 20:56:10 [tomcat-handler-3] INFO  : End of message processing - session: 670819e4-d9bd-c0d3-693f-e07f2a01e002 from: t1
2026-03-29 20:56:10 [tomcat-handler-3] INFO  : New message from user: t1
2026-03-29 20:56:10 [tomcat-handler-3] INFO  : /synchronizeData connected: User UsernamePasswordAuthenticationToken [Principal=t1, Credentials=[PROTECTED], Authenticated=true, Details=eyJhbGciOiJIUzM4NCJ9.eyJzdWIiOiJ0MSIsImlhdCI6MTc3NDgxMDU2OCwiZXhwIjoxNzc0ODExNDY4fQ.yLMErRv_YaLfY1DNqk2mKnsWGQgoG-7fsE-um_y3nRgj2EfGLXvH7UzY7E_47ve6, Granted Authorities=[USER]]
2026-03-29 20:56:13 [tomcat-handler-3] INFO  : Sending message to owner: 670819e4-d9bd-c0d3-693f-e07f2a01e002
2026-03-29 20:56:13 [tomcat-handler-3] INFO  : End of message processing - session: 670819e4-d9bd-c0d3-693f-e07f2a01e002 from: t1
2026-03-29 20:56:15 [tomcat-handler-4] INFO  : Session closing: 670819e4-d9bd-c0d3-693f-e07f2a01e002 - reason: null
2026-03-29 22:54:49 [background-preinit] INFO  : HV000001: Hibernate Validator 8.0.2.Final
2026-03-29 22:54:49 [main] INFO  : Starting ShoppingListServiceApplication using Java 21.0.3 with PID 19264 (C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService\target\classes started by kjerz in C:\Users\kjerz\Desktop\programy programowanie\projekty\ShoppingListService)
2026-03-29 22:54:49 [main] INFO  : The following 1 profile is active: "dev"
2026-03-29 22:54:50 [main] INFO  : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2026-03-29 22:54:50 [main] INFO  : Finished Spring Data repository scanning in 181 ms. Found 3 JPA repository interfaces.
2026-03-29 22:54:52 [main] INFO  : Tomcat initialized with port 5443 (http)
2026-03-29 22:54:52 [main] INFO  : Initializing ProtocolHandler ["http-nio-5443"]
2026-03-29 22:54:52 [main] INFO  : Starting service [Tomcat]
2026-03-29 22:54:52 [main] INFO  : Starting Servlet engine: [Apache Tomcat/10.1.40]
2026-03-29 22:54:52 [main] INFO  : Initializing Spring embedded WebApplicationContext
2026-03-29 22:54:52 [main] INFO  : Root WebApplicationContext: initialization completed in 2873 ms
2026-03-29 22:54:53 [main] WARN  : Error: 1193-HY000: Unknown system variable 'WSREP_ON'
2026-03-29 22:54:53 [main] INFO  : Database: jdbc:mariadb://localhost/shopping_list_db?user=root&password=******** (MariaDB 11.7)
2026-03-29 22:54:53 [main] WARN  : Flyway upgrade recommended: MariaDB 11.7 is newer than this version of Flyway and support has not been tested. The latest supported version of MariaDB is 11.2.
2026-03-29 22:54:53 [main] INFO  : Successfully validated 1 migration (execution time 00:00.091s)
2026-03-29 22:54:53 [main] INFO  : Current version of schema `shopping_list_db`: 1
2026-03-29 22:54:53 [main] INFO  : Schema `shopping_list_db` is up to date. No migration necessary.
2026-03-29 22:54:53 [main] INFO  : HHH000204: Processing PersistenceUnitInfo [name: default]
2026-03-29 22:54:54 [main] INFO  : HHH000412: Hibernate ORM core version 6.5.2.Final
2026-03-29 22:54:54 [main] INFO  : HHH000026: Second-level cache disabled
2026-03-29 22:54:54 [main] INFO  : No LoadTimeWeaver setup: ignoring JPA class transformer
2026-03-29 22:54:54 [main] INFO  : HikariPool-1 - Starting...
2026-03-29 22:54:54 [main] INFO  : HikariPool-1 - Added connection org.mariadb.jdbc.Connection@7ce760af
2026-03-29 22:54:54 [main] INFO  : HikariPool-1 - Start completed.
